customerID,churn_probability,predicted_churn,actual_churn,split,Contract,PaymentMethod,InternetService,tenure,MonthlyCharges
2845-HSJCY,0.650164,1,1,test,Month-to-month,Electronic check,Fiber optic,14,87.25
5469-NUJUR,0.025408,0,0,test,Two year,Mailed check,No,19,19.95
1184-PJVDB,0.726555,1,1,train,Month-to-month,Electronic check,Fiber optic,10,79.95
2625-TRCZQ,0.330712,1,0,train,Month-to-month,Electronic check,DSL,51,49.65
4102-HLENU,0.011981,0,0,train,Two year,Mailed check,DSL,67,65.65
7266-GSSJX,0.200309,0,0,test,Month-to-month,Electronic check,No,11,20.45
7722-VJRQD,0.010633,0,0,train,Two year,Bank transfer (automatic),DSL,72,60.95
7073-QETQY,0.021101,0,0,train,One year,Electronic check,No,66,20.35
9415-DPEWS,0.580136,1,1,train,Month-to-month,Electronic check,Fiber optic,18,88.35
5624-RYAMH,0.250566,1,0,train,Month-to-month,Electronic check,No,9,19.5
0196-JTUQI,0.665537,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,9,75.2
7130-YXBRO,0.288665,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,48,111.45
9272-LSVYH,0.479529,1,0,train,Month-to-month,Mailed check,Fiber optic,10,70.15
7943-RQCHR,0.850111,1,1,train,Month-to-month,Electronic check,Fiber optic,9,94.75
3793-MMFUH,0.78739,1,1,train,Month-to-month,Electronic check,Fiber optic,13,95.05
3249-ZPQRG,0.666194,1,1,train,Month-to-month,Electronic check,Fiber optic,4,78.45
2568-BRGYX,0.677396,1,1,train,Month-to-month,Electronic check,Fiber optic,4,70.2
3084-DOWLE,0.011046,0,0,train,Two year,Bank transfer (automatic),DSL,72,92.0
1084-MNSMJ,0.013475,0,0,train,Two year,Credit card (automatic),DSL,51,85.5
7721-JXEAW,0.180476,0,1,train,Month-to-month,Bank transfer (automatic),DSL,59,41.05
7249-WBIYX,0.78337,1,1,test,Month-to-month,Electronic check,Fiber optic,10,85.6
4238-HFHSN,0.375618,1,0,train,Month-to-month,Electronic check,Fiber optic,61,82.15
6250-CGGUN,0.075471,0,0,train,One year,Electronic check,Fiber optic,54,84.4
5478-JJVZK,0.139193,0,0,train,Month-to-month,Mailed check,DSL,33,60.9
7596-IIWYC,0.021053,0,0,train,Two year,Bank transfer (automatic),No,27,20.25
6567-HOOPW,0.812947,1,1,train,Month-to-month,Electronic check,Fiber optic,1,79.2
9793-WECQC,0.384752,1,0,train,Month-to-month,Mailed check,Fiber optic,23,95.3
4291-HPAXL,0.147356,0,0,train,Month-to-month,Mailed check,No,1,19.85
8999-YPYBV,0.020734,0,0,train,Two year,Mailed check,DSL,45,84.35
1839-FBNFR,0.009535,0,0,train,Two year,Bank transfer (automatic),No,39,19.85
3164-AALRN,0.365438,1,1,train,One year,Mailed check,DSL,5,70.0
3071-MVJCD,0.0071,0,0,test,Two year,Bank transfer (automatic),DSL,72,82.3
1697-BCSHV,0.162025,0,0,train,Month-to-month,Bank transfer (automatic),DSL,58,66.8
0562-KBDVM,0.009754,0,0,train,Two year,Bank transfer (automatic),DSL,70,44.6
1131-SUEKT,0.114791,0,0,test,One year,Bank transfer (automatic),Fiber optic,61,98.45
3717-OEAUQ,0.562997,1,0,test,Month-to-month,Mailed check,Fiber optic,2,70.7
4538-WNTMJ,0.019822,0,0,train,One year,Mailed check,No,46,24.95
3334-CTHOL,0.507143,1,1,test,Month-to-month,Bank transfer (automatic),DSL,1,49.95
4704-ERYFC,0.412969,1,1,train,Month-to-month,Electronic check,Fiber optic,22,69.25
9432-RUVSL,0.055829,0,0,train,Two year,Credit card (automatic),Fiber optic,48,102.5
8060-HIWJJ,0.018977,0,0,train,Two year,Credit card (automatic),DSL,64,86.55
7684-XSZIY,0.006264,0,0,train,Two year,Bank transfer (automatic),No,72,24.3
9089-UOWJG,0.349278,1,0,test,Month-to-month,Credit card (automatic),DSL,12,58.35
8621-MNIHH,0.562468,1,1,test,Month-to-month,Electronic check,Fiber optic,34,94.25
8039-ACLPL,0.007069,0,0,train,Two year,Credit card (automatic),DSL,72,68.75
9885-AIBVB,0.525057,1,0,train,Month-to-month,Electronic check,Fiber optic,29,85.8
1934-MKPXS,0.018913,0,0,train,One year,Credit card (automatic),No,33,20.1
2592-YKDIF,0.18132,0,0,train,Month-to-month,Mailed check,No,1,20.35
2272-JKMSI,0.204143,0,0,train,One year,Electronic check,Fiber optic,62,110.8
0471-LVHGK,0.202228,0,1,train,One year,Electronic check,DSL,41,73.0
9518-RWHZL,0.218214,0,1,train,One year,Credit card (automatic),Fiber optic,64,100.05
8714-CTZJW,0.680974,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,4,82.85
3569-EDBPQ,0.33603,1,0,test,Month-to-month,Electronic check,Fiber optic,24,84.35
3131-NWVFJ,0.032441,0,0,train,One year,Mailed check,No,14,19.55
7521-YXVZY,0.155968,0,0,train,Month-to-month,Mailed check,No,3,19.95
5419-CONWX,0.751068,1,1,test,Month-to-month,Credit card (automatic),Fiber optic,4,99.8
6240-EURKS,0.422546,1,1,train,Month-to-month,Electronic check,DSL,18,35.0
2373-NTKOD,0.599188,1,0,train,Month-to-month,Electronic check,DSL,8,66.25
1970-KKFWL,0.011669,0,0,train,Two year,Bank transfer (automatic),No,35,23.3
6960-HVYXR,0.741426,1,1,train,Month-to-month,Electronic check,Fiber optic,1,76.0
9337-SRRNI,0.01261,0,0,train,Two year,Credit card (automatic),No,66,25.3
0895-UADGO,0.104217,0,0,train,Two year,Mailed check,DSL,8,44.55
5678-VFNEQ,0.141373,0,0,train,One year,Credit card (automatic),Fiber optic,71,104.1
5977-CKHON,0.292493,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,43,92.55
7024-OHCCK,0.876651,1,1,train,Month-to-month,Electronic check,Fiber optic,2,93.85
2692-BUCFV,0.517108,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,29,101.45
7861-UVUFT,0.596776,1,1,test,Month-to-month,Electronic check,Fiber optic,15,84.3
1830-GGFNM,0.016763,0,0,train,Two year,Credit card (automatic),Fiber optic,65,94.55
5302-BDJNT,0.387631,1,0,train,Month-to-month,Electronic check,Fiber optic,35,95.5
5223-UZAVK,0.126882,0,0,train,One year,Credit card (automatic),Fiber optic,64,100.3
4859-ZSRDZ,0.053445,0,0,train,Two year,Credit card (automatic),DSL,58,55.5
5651-WYIPH,0.217325,0,0,train,Month-to-month,Credit card (automatic),DSL,18,49.85
9350-VLHMB,0.239857,0,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,67,89.55
3498-LZGQZ,0.009958,0,0,train,Two year,Mailed check,No,63,19.15
8785-CJSHH,0.484543,1,0,test,Month-to-month,Electronic check,Fiber optic,60,99.8
5357-TZHPP,0.747665,1,1,test,Month-to-month,Credit card (automatic),Fiber optic,9,84.4
3870-SPZSI,0.039678,0,0,train,Two year,Credit card (automatic),Fiber optic,70,113.05
0680-DFNNY,0.707327,1,1,train,Month-to-month,Electronic check,Fiber optic,15,101.1
7560-QRBXH,0.012949,0,0,train,One year,Mailed check,No,48,19.95
7077-XJMET,0.471069,1,0,train,Month-to-month,Electronic check,DSL,12,74.15
8752-GHJFU,0.088288,0,0,train,One year,Electronic check,Fiber optic,71,92.0
6896-SRVYQ,0.299105,1,0,train,Month-to-month,Electronic check,Fiber optic,44,73.85
7767-UXAGJ,0.62398,1,1,train,Month-to-month,Electronic check,DSL,1,50.45
4652-ODEVH,0.006969,0,0,train,Two year,Mailed check,No,45,24.45
6510-UPNKS,0.036382,0,0,train,One year,Credit card (automatic),No,23,24.8
6718-BDGHG,0.071244,0,0,train,One year,Bank transfer (automatic),DSL,43,64.85
9046-DQMTP,0.039403,0,0,train,Month-to-month,Bank transfer (automatic),No,35,20.75
6439-LAJXL,0.227954,0,0,train,Month-to-month,Mailed check,DSL,9,68.95
1571-SAVHK,0.711652,1,1,train,Month-to-month,Mailed check,Fiber optic,12,99.95
9052-VKDUW,0.308863,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,65,109.4
9546-CQJSU,0.815381,1,1,train,Month-to-month,Electronic check,Fiber optic,2,91.4
1666-JZPZT,0.206206,0,0,train,Month-to-month,Mailed check,DSL,27,49.0
5777-KJIRB,0.069931,0,0,train,One year,Mailed check,DSL,40,50.25
0506-LVNGN,0.63997,1,1,test,Month-to-month,Credit card (automatic),Fiber optic,5,75.55
7677-SJJJK,0.062488,0,0,test,One year,Credit card (automatic),No,8,19.9
2480-EJWYP,0.290957,1,0,test,One year,Bank transfer (automatic),Fiber optic,58,97.8
3253-HKOKL,0.176855,0,0,train,One year,Electronic check,Fiber optic,52,100.3
7055-HNEOJ,0.355873,1,0,test,Month-to-month,Mailed check,DSL,3,55.8
5514-YQENT,0.061925,0,0,test,Two year,Electronic check,Fiber optic,41,111.15
3211-AAPKX,0.585047,1,0,train,Month-to-month,Mailed check,Fiber optic,20,98.55
8445-DNBAE,0.551861,1,0,test,Month-to-month,Electronic check,DSL,1,50.05
2951-QOQTK,0.490434,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,4,80.8
2958-NHPPS,0.08086,0,0,test,Month-to-month,Electronic check,No,23,20.85
6806-YDEUL,0.163982,0,0,train,Month-to-month,Bank transfer (automatic),No,6,19.5
1735-XMJVH,0.181661,0,0,train,Month-to-month,Mailed check,No,8,19.35
6890-PFRQX,0.201629,0,0,test,Month-to-month,Mailed check,DSL,18,69.5
0222-CNVPT,0.329424,1,0,train,Month-to-month,Credit card (automatic),DSL,52,48.8
5899-OUVKV,0.508939,1,0,train,Month-to-month,Electronic check,Fiber optic,31,94.5
8681-ICONS,0.071814,0,0,train,Month-to-month,Mailed check,No,29,20.65
1621-YNCJH,0.0654,0,0,train,Two year,Credit card (automatic),Fiber optic,36,106.05
3473-XIIIT,0.689517,1,1,train,Month-to-month,Electronic check,Fiber optic,16,100.0
6362-QHAFM,0.276529,1,0,train,One year,Electronic check,Fiber optic,42,108.3
7893-IXHRQ,0.239932,0,1,test,Month-to-month,Electronic check,No,1,20.55
3070-BDOQC,0.12901,0,0,train,Two year,Electronic check,Fiber optic,60,99.65
2952-QAYZF,0.753993,1,1,train,Month-to-month,Electronic check,Fiber optic,5,85.3
6234-PFPXL,0.262923,1,0,test,Month-to-month,Credit card (automatic),Fiber optic,22,95.9
9824-QCJPK,0.025528,0,0,test,One year,Mailed check,No,36,20.0
4763-PGDPO,0.6042,1,1,train,Month-to-month,Electronic check,Fiber optic,4,70.4
4283-IVYCI,0.203417,0,0,train,Month-to-month,Mailed check,DSL,9,64.95
1866-OBPNR,0.477201,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,1,74.6
8205-MQUGY,0.286133,1,0,train,Month-to-month,Electronic check,DSL,12,49.2
8970-ANWXO,0.168384,0,0,test,One year,Mailed check,DSL,23,73.75
9480-BQJEI,0.132857,0,0,test,One year,Bank transfer (automatic),Fiber optic,62,92.3
5394-SVGJV,0.336107,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,37,98.8
6979-TNDEU,0.147413,0,0,train,Month-to-month,Mailed check,No,8,19.2
9777-WJJPR,0.397863,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,31,88.65
9283-LZQOH,0.481662,1,1,test,Month-to-month,Credit card (automatic),Fiber optic,13,74.4
7079-QRCBC,0.64777,1,1,train,Month-to-month,Electronic check,Fiber optic,24,98.75
9495-SKLKD,0.282437,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,45,95.95
6048-UWKAL,0.049743,0,0,train,Two year,Credit card (automatic),Fiber optic,69,105.4
5067-DGXLL,0.205291,0,0,train,Month-to-month,Mailed check,No,2,20.25
5469-CTCWN,0.194098,0,1,test,One year,Electronic check,Fiber optic,61,106.0
9851-QXEEQ,0.503797,1,1,train,Month-to-month,Electronic check,Fiber optic,41,104.7
6281-FKEWS,0.203206,0,0,train,One year,Electronic check,DSL,44,49.05
8898-KASCD,0.053743,0,0,train,One year,Mailed check,DSL,39,35.55
9242-TKFSV,0.015658,0,0,train,Two year,Credit card (automatic),DSL,72,65.1
9290-SHCMB,0.69799,1,0,train,Month-to-month,Electronic check,Fiber optic,13,96.85
0743-HNPFG,0.032957,0,0,train,One year,Credit card (automatic),DSL,51,69.75
2277-BKJKN,0.105283,0,0,train,Two year,Electronic check,Fiber optic,71,99.2
9809-IMGCQ,0.670372,1,1,train,Month-to-month,Electronic check,Fiber optic,22,96.7
5208-HFSBT,0.293422,1,1,train,Month-to-month,Credit card (automatic),DSL,2,55.05
5035-PGZXH,0.320102,1,0,train,One year,Electronic check,Fiber optic,56,106.8
8695-WDYEA,0.287537,1,0,train,Month-to-month,Mailed check,DSL,1,51.25
6543-JXSOO,0.032191,0,0,train,One year,Mailed check,DSL,23,57.75
8016-ZMGMO,0.074747,0,0,train,One year,Bank transfer (automatic),DSL,66,70.85
8605-ITULD,0.180176,0,0,train,Month-to-month,Mailed check,No,1,19.55
3254-YRILK,0.636289,1,1,train,Month-to-month,Electronic check,Fiber optic,19,88.2
6416-YJTTB,0.470543,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,11,79.5
2667-WYLWJ,0.093337,0,1,train,One year,Mailed check,No,8,19.75
4472-VESGY,0.181124,0,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,52,98.15
3195-TQDZX,0.314845,1,0,train,Month-to-month,Electronic check,No,3,20.25
3128-YOVTD,0.191104,0,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,51,79.15
0529-ONKER,0.514353,1,1,train,Month-to-month,Electronic check,Fiber optic,15,75.65
1728-CXQBE,0.437621,1,0,train,Month-to-month,Electronic check,Fiber optic,64,94.25
7041-TXQJH,0.24267,1,0,train,Month-to-month,Credit card (automatic),DSL,37,40.2
5014-GSOUQ,0.024239,0,0,train,Two year,Mailed check,No,13,19.95
5724-BIDBU,0.100485,0,0,train,One year,Electronic check,DSL,49,55.35
0481-SUMCB,0.261935,1,0,train,One year,Bank transfer (automatic),Fiber optic,45,102.15
1769-GRUIK,0.493395,1,0,train,Month-to-month,Electronic check,Fiber optic,18,71.1
5240-IJOQT,0.826784,1,1,train,Month-to-month,Electronic check,Fiber optic,1,74.7
8819-WFGGJ,0.029477,0,0,train,Two year,Bank transfer (automatic),DSL,68,54.1
7427-AUFPY,0.012205,0,0,train,Two year,Credit card (automatic),No,54,19.65
2811-POVEX,0.424087,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,23,88.45
1092-GANHU,0.487138,1,1,test,Month-to-month,Electronic check,Fiber optic,17,76.65
7898-PDWQE,0.009028,0,0,train,Two year,Credit card (automatic),DSL,71,80.4
9972-EWRJS,0.006893,0,0,train,Two year,Bank transfer (automatic),No,67,19.25
9314-IJWSQ,0.637527,1,0,train,Month-to-month,Electronic check,Fiber optic,14,84.8
0661-XEYAN,0.592638,1,1,train,Month-to-month,Mailed check,DSL,1,25.8
5799-JRCZO,0.004305,0,0,train,Two year,Credit card (automatic),No,63,19.5
1921-KYSAY,0.100755,0,0,train,One year,Electronic check,DSL,41,68.6
6198-RTPMF,0.640262,1,0,train,Month-to-month,Electronic check,Fiber optic,17,92.6
2924-KHUVI,0.297428,1,0,test,One year,Electronic check,Fiber optic,56,100.55
1925-GMVBW,0.163718,0,0,train,Month-to-month,Credit card (automatic),No,5,20.55
7881-EVUAD,0.577287,1,1,test,Month-to-month,Electronic check,DSL,2,42.6
6184-DYUOB,0.249227,1,0,test,Month-to-month,Mailed check,No,3,19.6
9207-ZPANB,0.048154,0,0,train,One year,Electronic check,DSL,37,67.45
5766-XQXMQ,0.15551,0,1,train,Month-to-month,Bank transfer (automatic),DSL,29,68.85
9327-QSDED,0.296937,1,0,test,Month-to-month,Mailed check,DSL,8,43.55
1656-DRSMG,0.314728,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,63,109.85
3012-VFFMN,0.146663,0,0,train,Month-to-month,Mailed check,No,7,20.65
2984-AFWNC,0.747351,1,0,train,Month-to-month,Electronic check,Fiber optic,3,95.4
0640-YJTPY,0.004546,0,0,train,Two year,Bank transfer (automatic),No,72,21.0
8096-LOIST,0.328427,1,0,train,Month-to-month,Electronic check,DSL,19,56.2
9764-REAFF,0.007394,0,0,train,Two year,Bank transfer (automatic),No,59,18.4
3703-VAVCL,0.475903,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,2,90.0
7107-UBYKY,0.110549,0,0,train,Month-to-month,Electronic check,No,35,25.75
4881-GQJTW,0.084914,0,0,train,Month-to-month,Credit card (automatic),No,14,19.6
8519-QJGJD,0.427388,1,1,train,Month-to-month,Electronic check,Fiber optic,14,75.35
7876-DNYAP,0.003769,0,0,train,Two year,Credit card (automatic),No,69,19.8
7905-NJMXS,0.301775,1,0,train,Month-to-month,Electronic check,DSL,7,64.2
2882-WDTBA,0.00826,0,0,train,Two year,Bank transfer (automatic),DSL,69,75.75
2091-GPPIQ,0.029926,0,0,train,Two year,Electronic check,DSL,72,78.95
6326-MTTXK,0.747381,1,1,train,Month-to-month,Electronic check,Fiber optic,8,100.85
5071-FBJFS,0.272964,1,0,train,Month-to-month,Electronic check,DSL,4,50.3
2796-UUZZO,0.179377,0,0,train,Month-to-month,Credit card (automatic),Fiber optic,63,80.3
2429-AYKKO,0.003834,0,0,train,Two year,Bank transfer (automatic),No,72,19.85
9798-OPFEM,0.014695,0,0,train,Two year,Electronic check,No,46,21.1
0330-IVZHA,0.612266,1,1,test,Month-to-month,Electronic check,Fiber optic,5,69.95
3794-NFNCH,0.188652,0,0,test,Month-to-month,Mailed check,DSL,30,50.0
5193-QLVZB,0.116277,0,0,train,Two year,Bank transfer (automatic),Fiber optic,63,104.75
7114-AEOZE,0.007558,0,0,test,Two year,Bank transfer (automatic),No,60,19.85
2886-KEFUM,0.248137,1,1,train,One year,Electronic check,Fiber optic,63,107.5
5522-NYKPB,0.371471,1,0,train,Month-to-month,Electronic check,Fiber optic,25,85.9
4237-RLAQD,0.438379,1,1,test,Month-to-month,Mailed check,DSL,1,45.85
9957-YODKZ,0.79027,1,0,train,Month-to-month,Electronic check,Fiber optic,6,80.8
6518-KZXCB,0.016787,0,0,train,Two year,Mailed check,No,22,25.25
2245-ADZFJ,0.037684,0,0,test,Two year,Bank transfer (automatic),DSL,31,80.55
7776-QGYJC,0.162572,0,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,39,81.5
9313-QOLTZ,0.071242,0,0,test,Month-to-month,Mailed check,No,26,20.9
9651-GTSAQ,0.123595,0,1,train,One year,Bank transfer (automatic),Fiber optic,53,106.1
3186-BAXNB,0.602788,1,1,train,Month-to-month,Electronic check,Fiber optic,1,91.7
4672-FOTSD,0.285086,1,0,test,Month-to-month,Electronic check,DSL,12,67.25
0637-YLETY,0.488262,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,16,95.6
9818-XQCUV,0.167895,0,0,train,Month-to-month,Mailed check,No,2,20.35
7338-ERIVA,0.03847,0,0,test,One year,Bank transfer (automatic),DSL,39,45.05
1157-BQCUW,0.78633,1,1,train,Month-to-month,Electronic check,Fiber optic,1,74.95
8259-NFJTV,0.241252,1,0,train,Month-to-month,Mailed check,DSL,7,34.65
3223-DWFIO,0.676838,1,0,train,Month-to-month,Electronic check,Fiber optic,4,69.35
2660-EMUBI,0.860779,1,1,train,Month-to-month,Electronic check,Fiber optic,10,95.35
6968-GMKPR,0.29203,1,0,train,Month-to-month,Electronic check,Fiber optic,55,81.55
4751-ERMAN,0.020159,0,0,test,Two year,Bank transfer (automatic),DSL,72,75.4
1436-ZMJAN,0.493482,1,0,test,Month-to-month,Credit card (automatic),DSL,10,67.8
3292-PBZEJ,0.766871,1,0,test,Month-to-month,Electronic check,Fiber optic,11,111.4
0799-DDIHE,0.199244,0,0,train,Month-to-month,Electronic check,DSL,15,46.3
3070-FNFZQ,0.011961,0,0,train,Two year,Bank transfer (automatic),No,23,20.4
2812-SFXMJ,0.158164,0,0,train,Month-to-month,Mailed check,No,1,20.05
7675-OZCZG,0.440926,1,1,train,Month-to-month,Electronic check,DSL,3,45.0
5014-WUQMG,0.105304,0,0,test,One year,Electronic check,Fiber optic,47,96.1
5312-TSZVC,0.038047,0,0,train,One year,Mailed check,No,15,19.65
2003-CKLOR,0.265456,1,1,train,Month-to-month,Electronic check,Fiber optic,66,99.5
0993-OSGPT,0.025739,0,0,train,One year,Bank transfer (automatic),DSL,68,60.65
9254-RBFON,0.197659,0,1,test,One year,Bank transfer (automatic),Fiber optic,17,98.6
1205-WNWPJ,0.374111,1,1,test,Month-to-month,Mailed check,DSL,7,59.5
9391-EOYLI,0.741586,1,1,train,Month-to-month,Electronic check,Fiber optic,12,80.45
7108-DGVUU,0.135147,0,0,train,One year,Bank transfer (automatic),DSL,21,71.7
2782-JEEBU,0.208497,0,0,train,Month-to-month,Mailed check,DSL,21,36.0
5127-BZENZ,0.045023,0,0,train,One year,Bank transfer (automatic),DSL,56,65.2
2720-FVBQP,0.415583,1,0,test,Month-to-month,Credit card (automatic),DSL,6,48.95
9906-NHHVC,0.059193,0,0,test,Two year,Bank transfer (automatic),DSL,65,53.5
4522-XRWWI,0.044731,0,0,train,One year,Credit card (automatic),DSL,42,80.45
3766-EJLFL,0.048154,0,0,test,Two year,Bank transfer (automatic),Fiber optic,68,109.05
5939-SXWHM,0.005332,0,0,train,Two year,Bank transfer (automatic),No,48,26.3
8152-UOBNY,0.366948,1,0,train,One year,Electronic check,Fiber optic,50,106.8
7351-KYHQH,0.506362,1,0,train,Month-to-month,Electronic check,DSL,7,64.95
7643-RCHXS,0.007088,0,0,train,Two year,Electronic check,No,63,19.35
8246-SHFGA,0.074679,0,0,train,Month-to-month,Credit card (automatic),No,17,21.1
8387-MOJJT,0.260575,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,42,77.95
0620-XEFWH,0.163837,0,0,train,Month-to-month,Mailed check,No,4,18.85
6485-QXWWE,0.005907,0,0,train,Two year,Bank transfer (automatic),No,62,26.0
2761-OCIAX,0.726128,1,1,test,Month-to-month,Electronic check,Fiber optic,2,74.7
7321-VGNKU,0.713155,1,0,train,Month-to-month,Electronic check,Fiber optic,2,70.35
5327-CNLUQ,0.052551,0,0,train,Two year,Bank transfer (automatic),Fiber optic,48,96.9
7552-KEYGT,0.012323,0,0,train,Two year,Bank transfer (automatic),No,27,19.55
5816-JMLGY,0.014533,0,0,train,Two year,Bank transfer (automatic),DSL,70,80.4
3068-OMWZA,0.858499,1,1,train,Month-to-month,Electronic check,Fiber optic,1,88.8
2927-QRRQV,0.258546,1,0,train,One year,Electronic check,Fiber optic,46,94.65
6032-KRXXO,0.574884,1,1,train,Month-to-month,Electronic check,Fiber optic,30,90.25
7459-RRWQZ,0.27932,1,1,train,Month-to-month,Bank transfer (automatic),DSL,15,64.65
6265-SXWBU,0.07739,0,0,train,One year,Credit card (automatic),Fiber optic,69,95.75
7941-RCJOW,0.01105,0,0,train,Two year,Credit card (automatic),No,65,19.55
6374-NTQLP,0.033934,0,0,test,Two year,Credit card (automatic),Fiber optic,72,104.1
4154-AQUGT,0.446786,1,1,test,Month-to-month,Bank transfer (automatic),Fiber optic,13,89.05
2387-KDZQY,0.056905,0,0,train,One year,Mailed check,No,17,20.1
3584-WKTTW,0.296815,1,0,train,One year,Electronic check,Fiber optic,51,111.55
3399-BMLVW,0.009606,0,0,train,Two year,Credit card (automatic),DSL,51,60.5
1971-DTCZB,0.015743,0,0,train,Two year,Bank transfer (automatic),DSL,72,90.95
3092-IGHWF,0.088341,0,1,train,One year,Electronic check,Fiber optic,67,87.4
3374-PZLXD,0.046368,0,0,train,Month-to-month,Mailed check,No,34,19.7
3813-DHBBB,0.016778,0,0,train,Two year,Bank transfer (automatic),DSL,67,50.95
2812-REYAT,0.037225,0,0,test,One year,Bank transfer (automatic),No,49,20.05
6518-PPLMZ,0.014056,0,0,train,Two year,Mailed check,No,53,19.4
4939-KYYPY,0.19996,0,0,train,Month-to-month,Electronic check,DSL,27,59.45
8017-LXHFA,0.577438,1,1,train,Month-to-month,Electronic check,Fiber optic,23,94.75
5930-GBIWP,0.014723,0,0,train,Two year,Credit card (automatic),DSL,69,81.5
6022-KOUQO,0.321624,1,0,train,Month-to-month,Bank transfer (automatic),DSL,2,29.05
6352-TWCAU,0.529411,1,1,train,Month-to-month,Electronic check,Fiber optic,35,86.45
2361-UPSND,0.022726,0,0,train,One year,Mailed check,DSL,46,70.6
6035-RIIOM,0.154212,0,0,train,Two year,Bank transfer (automatic),Fiber optic,54,97.2
2929-QNSRW,0.364938,1,1,train,One year,Electronic check,Fiber optic,56,98.25
1262-OPMFY,0.546114,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,9,75.75
9504-DSHWM,0.115809,0,0,train,Month-to-month,Bank transfer (automatic),DSL,20,59.2
5035-BVCXS,0.558493,1,0,train,Month-to-month,Mailed check,Fiber optic,11,75.9
6267-DCFFZ,0.614524,1,0,train,Month-to-month,Electronic check,Fiber optic,30,90.05
3533-UVMOM,0.010817,0,0,train,Two year,Bank transfer (automatic),DSL,68,70.95
2439-LYPMQ,0.608651,1,0,test,Month-to-month,Electronic check,Fiber optic,38,102.6
4248-QPAVC,0.437283,1,1,test,Month-to-month,Bank transfer (automatic),Fiber optic,17,85.35
1899-VXWXM,0.196232,0,1,train,One year,Credit card (automatic),Fiber optic,48,106.1
1478-VPOAD,0.414293,1,0,train,Month-to-month,Electronic check,DSL,1,43.8
9995-HOTOH,0.031259,0,0,train,Two year,Electronic check,DSL,63,59.0
2988-PLAHS,0.461725,1,0,test,One year,Electronic check,DSL,3,69.95
1371-OJCEK,0.016666,0,0,train,One year,Bank transfer (automatic),No,48,24.35
4999-IEZLT,0.037195,0,0,train,One year,Credit card (automatic),DSL,66,29.45
8883-ANODQ,0.04724,0,0,train,Two year,Credit card (automatic),Fiber optic,68,84.4
4690-LLKUA,0.307722,1,1,test,Month-to-month,Electronic check,DSL,17,45.05
2351-RRBUE,0.070798,0,0,train,One year,Mailed check,No,7,20.65
5980-BDHPY,0.021612,0,0,train,Two year,Bank transfer (automatic),DSL,72,87.1
1498-DQNRX,0.068702,0,0,train,Month-to-month,Mailed check,No,29,19.85
9469-WEJBT,0.4127,1,0,train,Month-to-month,Electronic check,Fiber optic,37,90.35
3331-HQDTW,0.415182,1,1,test,Month-to-month,Mailed check,Fiber optic,34,109.8
9490-DFPMD,0.526315,1,1,train,Month-to-month,Electronic check,Fiber optic,42,84.65
2581-VKIRT,0.020337,0,0,train,One year,Mailed check,DSL,59,65.5
5442-XSDCW,0.578699,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,11,79.5
7426-WEIJX,0.279469,1,0,test,Month-to-month,Electronic check,Fiber optic,60,80.95
2851-MMUTZ,0.11619,0,0,train,Month-to-month,Mailed check,DSL,27,56.15
3049-NDXFL,0.682841,1,1,train,Month-to-month,Mailed check,Fiber optic,1,85.8
8580-AECUZ,0.820681,1,1,train,Month-to-month,Electronic check,Fiber optic,1,79.1
3307-TLCUD,0.177993,0,0,train,Month-to-month,Mailed check,DSL,17,34.4
6625-FLENO,0.009142,0,0,test,Two year,Mailed check,No,58,20.75
2967-MXRAV,0.090072,0,0,test,One year,Mailed check,No,1,18.8
7963-GQRMY,0.285721,1,1,train,Month-to-month,Mailed check,DSL,3,44.3
8189-HBVRW,0.240086,1,0,train,Month-to-month,Electronic check,Fiber optic,53,90.8
4163-KIUHY,0.133386,0,0,train,Month-to-month,Electronic check,No,35,25.6
1228-FZFRV,0.269878,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,50,105.95
3500-NSDOA,0.014895,0,0,train,Two year,Credit card (automatic),DSL,68,70.8
1171-TYKUR,0.069592,0,0,train,Month-to-month,Electronic check,No,47,25.4
